Order Date,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Year,Month,Date
16-11-2015,Steven Roelle,Home Office,United States,Bloomington,Indiana,Central,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",169.45,5,0,42.3625,2015,11,16
19-06-2016,Logan Haushalter,Consumer,United States,Los Angeles,California,West,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,12.56,2,0,4.0192,2016,6,19
19-06-2016,Logan Haushalter,Consumer,United States,Los Angeles,California,West,OFF-PA-10004355,Office Supplies,Paper,Xerox 231,6.48,1,0,3.1104,2016,6,19
19-06-2016,Logan Haushalter,Consumer,United States,Los Angeles,California,West,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,186.69,3,0,87.7443,2016,6,19
04-07-2017,Anna Andreadi,Consumer,United States,San Francisco,California,West,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",25.4,5,0,8.636,2017,7,4
04-07-2017,Anna Andreadi,Consumer,United States,San Francisco,California,West,OFF-EN-10003567,Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",43.96,2,0,20.6612,2017,7,4
04-07-2017,Anna Andreadi,Consumer,United States,San Francisco,California,West,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",1279.165,5,0.15,225.735,2017,7,4
04-07-2017,Anna Andreadi,Consumer,United States,San Francisco,California,West,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,27.92,4,0,0.5584,2017,7,4
03-09-2016,Ann Steele,Home Office,United States,San Francisco,California,West,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,129.568,2,0.2,-12.9568,2016,9,3
03-09-2016,Ann Steele,Home Office,United States,San Francisco,California,West,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",6.368,2,0.2,2.1492,2016,9,3
07-08-2018,Matt Collins,Consumer,United States,San Jose,California,West,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,244.55,5,0,114.9385,2018,8,7
13-03-2018,Sanjit Engle,Consumer,United States,Denver,Colorado,West,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,1332.496,2,0.2,-299.8116,2018,3,13
28-09-2018,Darrin Sayre,Home Office,United States,Aurora,Colorado,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,32.776,1,0.2,3.2776,2018,9,28
28-09-2018,Darrin Sayre,Home Office,United States,Aurora,Colorado,West,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",147.184,2,0.2,-29.4368,2018,9,28
28-09-2018,Darrin Sayre,Home Office,United States,Aurora,Colorado,West,TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,54.384,2,0.2,1.3596,2018,9,28
28-09-2018,Darrin Sayre,Home Office,United States,Aurora,Colorado,West,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,76.776,4,0.7,-58.8616,2018,9,28
28-09-2018,Darrin Sayre,Home Office,United States,Aurora,Colorado,West,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,14.352,3,0.2,5.2026,2018,9,28
28-09-2018,Darrin Sayre,Home Office,United States,Aurora,Colorado,West,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,209.792,2,0.2,26.224,2018,9,28
07-08-2016,Noel Staavos,Corporate,United States,Boise,Idaho,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",3.304,1,0.2,1.1151,2016,8,7
24-11-2018,Kelly Andreada,Consumer,United States,New York City,New York,East,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",16.38,9,0,7.371,2018,11,24
24-11-2018,Kelly Andreada,Consumer,United States,New York City,New York,East,OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,167.96,2,0,78.9412,2018,11,24
24-11-2018,Kelly Andreada,Consumer,United States,New York City,New York,East,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,321.568,2,0.2,-16.0784,2018,11,24
24-11-2018,Kelly Andreada,Consumer,United States,New York City,New York,East,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,12.96,2,0,6.2208,2018,11,24
08-05-2018,Don Jones,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",128.058,3,0.3,-23.7822,2018,5,8
29-09-2018,Maureen Gastineau,Home Office,United States,Mentor,Ohio,East,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",63.686,1,0.3,-15.4666,2018,9,29
29-09-2018,Maureen Gastineau,Home Office,United States,Mentor,Ohio,East,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,239.976,3,0.2,65.9934,2018,9,29
29-09-2018,Maureen Gastineau,Home Office,United States,Mentor,Ohio,East,FUR-TA-10004442,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,344.22,2,0.4,-189.321,2018,9,29
29-09-2018,Maureen Gastineau,Home Office,United States,Mentor,Ohio,East,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,15.552,3,0.2,5.4432,2018,9,29
29-09-2018,Maureen Gastineau,Home Office,United States,Mentor,Ohio,East,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,21.248,4,0.2,7.4368,2018,9,29
29-09-2018,Maureen Gastineau,Home Office,United States,Mentor,Ohio,East,OFF-PA-10002606,Office Supplies,Paper,Xerox 1928,8.448,2,0.2,2.64,2018,9,29
22-10-2018,Brian DeCherney,Consumer,United States,Lawton,Oklahoma,Central,OFF-ST-10000129,Office Supplies,Storage,Fellowes Recycled Storage Drawers,333.09,3,0,23.3163,2018,10,22
22-10-2018,Brian DeCherney,Consumer,United States,Lawton,Oklahoma,Central,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,248.98,2,0,54.7756,2018,10,22
24-03-2015,Carlos Daly,Consumer,United States,New York City,New York,East,OFF-PA-10004948,Office Supplies,Paper,Xerox 190,24.9,5,0,11.703,2015,3,24
03-11-2017,Xylona Preis,Consumer,United States,Los Angeles,California,West,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,15.26,7,0,5.0358,2017,11,3
03-11-2017,Xylona Preis,Consumer,United States,Los Angeles,California,West,OFF-AP-10002998,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,43.32,2,0,14.2956,2017,11,3
03-11-2017,Xylona Preis,Consumer,United States,Los Angeles,California,West,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",43.584,12,0.2,15.7992,2017,11,3
03-11-2017,Xylona Preis,Consumer,United States,Los Angeles,California,West,OFF-PA-10001725,Office Supplies,Paper,Xerox 1892,116.28,3,0,56.9772,2017,11,3
03-11-2017,Xylona Preis,Consumer,United States,Los Angeles,California,West,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,9.296,2,0.2,3.0212,2017,11,3
03-11-2017,Xylona Preis,Consumer,United States,Los Angeles,California,West,OFF-PA-10000477,Office Supplies,Paper,Xerox 22,19.44,3,0,9.3312,2017,11,3
03-11-2017,Xylona Preis,Consumer,United States,Los Angeles,California,West,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,314.55,3,0,150.984,2017,11,3
05-09-2016,Cathy Armstrong,Home Office,United States,Houston,Texas,Central,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",16.27,5,0.8,-25.2185,2016,9,5
05-09-2016,Cathy Armstrong,Home Office,United States,Houston,Texas,Central,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,69.12,9,0.2,-14.688,2016,9,5
05-09-2016,Cathy Armstrong,Home Office,United States,Houston,Texas,Central,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",4.47,3,0.8,-7.8225,2016,9,5
14-08-2018,Janet Martin,Consumer,United States,Los Angeles,California,West,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,418.296,3,0.2,5.2287,2018,8,14
01-12-2015,Joe Kamberova,Consumer,United States,Columbus,Ohio,East,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,659.988,2,0.4,109.998,2015,12,1
01-12-2015,Joe Kamberova,Consumer,United States,Columbus,Ohio,East,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",8.128,2,0.2,1.4224,2015,12,1
01-12-2015,Joe Kamberova,Consumer,United States,Columbus,Ohio,East,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,36.288,7,0.2,12.7008,2015,12,1
01-12-2015,Joe Kamberova,Consumer,United States,Columbus,Ohio,East,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,909.72,6,0.3,-51.984,2015,12,1
18-06-2018,Craig Carreira,Consumer,United States,Los Angeles,California,West,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",917.9235,9,0.15,75.5937,2018,6,18
18-06-2018,Craig Carreira,Consumer,United States,Los Angeles,California,West,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,38.88,6,0,19.0512,2018,6,18
02-12-2018,Giulietta Weimer,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,631.176,4,0.7,-462.8624,2018,12,2
21-11-2015,Georgia Rosenberg,Corporate,United States,San Francisco,California,West,OFF-PA-10003309,Office Supplies,Paper,Xerox 211,12.96,2,0,6.2208,2015,11,21
10-04-2017,Filia McAdams,Corporate,United States,Bakersfield,California,West,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,12.96,2,0,6.2208,2017,4,10
10-04-2017,Filia McAdams,Corporate,United States,Bakersfield,California,West,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",23.2,5,0.2,8.12,2017,4,10
30-06-2015,Michael Stewart,Corporate,United States,Houston,Texas,Central,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,25.92,5,0.2,9.072,2015,6,30
30-06-2015,Michael Stewart,Corporate,United States,Houston,Texas,Central,OFF-FA-10002815,Office Supplies,Fasteners,Staples,21.312,6,0.2,7.1928,2015,6,30
24-12-2015,Ben Ferrer,Home Office,United States,Los Angeles,California,West,TEC-PH-10000213,Technology,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,173.656,7,0.2,17.3656,2015,12,24
24-12-2015,Ben Ferrer,Home Office,United States,Los Angeles,California,West,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,361.96,2,0,101.3488,2015,12,24
24-12-2015,Ben Ferrer,Home Office,United States,Los Angeles,California,West,TEC-AC-10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,62.85,3,0,13.1985,2015,12,24
24-12-2015,Ben Ferrer,Home Office,United States,Los Angeles,California,West,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,818.376,3,0.2,51.1485,2015,12,24
24-12-2015,Ben Ferrer,Home Office,United States,Los Angeles,California,West,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,20.34,1,0,0.2034,2015,12,24
24-12-2015,Ben Ferrer,Home Office,United States,Los Angeles,California,West,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",23.99,1,0,5.5177,2015,12,24
23-05-2018,Vivek Sundaresam,Consumer,United States,Los Angeles,California,West,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",171.288,3,0.2,-6.4233,2018,5,23
10-11-2017,Kalyca Meade,Corporate,United States,Springfield,Missouri,Central,FUR-FU-10001085,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,37.3,2,0,17.158,2017,11,10
10-11-2017,Kalyca Meade,Corporate,United States,Springfield,Missouri,Central,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",81.96,2,0,39.3408,2017,11,10
02-10-2017,Liz Preis,Consumer,United States,Phoenix,Arizona,West,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",54.792,6,0.7,-40.1808,2017,10,2
06-09-2017,Bruce Geld,Consumer,United States,Houston,Texas,Central,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",10.784,1,0.2,0.8088,2017,9,6
27-10-2017,Ben Wallace,Consumer,United States,Hampton,Virginia,South,FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,290.98,1,0,75.6548,2017,10,27
22-10-2018,Paul Stevenson,Home Office,United States,Tulsa,Oklahoma,Central,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,36.44,4,0,12.0252,2018,10,22
15-09-2017,Rob Beeghly,Consumer,United States,Seattle,Washington,West,OFF-PA-10000807,Office Supplies,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",21.4,5,0,10.058,2017,9,15
15-09-2017,Rob Beeghly,Consumer,United States,Seattle,Washington,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",48.664,7,0.2,15.8158,2017,9,15
25-09-2017,Julia West,Consumer,United States,San Francisco,California,West,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,16.56,4,0,6.9552,2017,9,25
10-06-2018,Neil Ducich,Corporate,United States,Jacksonville,Florida,South,OFF-ST-10003805,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl",1347.52,8,0.2,84.22,2018,6,10
20-02-2015,Linda Cazamias,Corporate,United States,Richmond,Indiana,Central,TEC-AC-10001284,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,62.31,3,0,22.4316,2015,2,20
20-02-2015,Linda Cazamias,Corporate,United States,Richmond,Indiana,Central,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",20.32,4,0,6.9088,2015,2,20
20-02-2018,Bart Pistole,Corporate,United States,Louisville,Colorado,West,OFF-FA-10001229,Office Supplies,Fasteners,Staples,9.432,3,0.2,3.0654,2018,2,20
02-11-2015,Roger Demir,Consumer,United States,New York City,New York,East,OFF-LA-10001569,Office Supplies,Labels,Avery 499,34.86,7,0,16.0356,2015,11,2
02-11-2015,Roger Demir,Consumer,United States,New York City,New York,East,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,89.34,6,0,24.1218,2015,11,2
17-07-2018,Bill Eplett,Home Office,United States,Rome,New York,East,TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,269.98,2,0,67.495,2018,7,17
17-07-2018,Bill Eplett,Home Office,United States,Rome,New York,East,OFF-PA-10004353,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,99.9,5,0,47.952,2018,7,17
17-07-2018,Bill Eplett,Home Office,United States,Rome,New York,East,FUR-FU-10004848,Furniture,Furnishings,DAX Solid Wood Frames,39.08,4,0,14.4596,2018,7,17
08-09-2018,Roland Schwarz,Corporate,United States,Marion,Ohio,East,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,116.832,4,0.2,33.5892,2018,9,8
14-11-2017,Kelly Collister,Consumer,United States,Houston,Texas,Central,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,2.296,2,0.8,-3.9032,2017,11,14
14-11-2017,Maria Bertelson,Consumer,United States,New York City,New York,East,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,408.006,2,0.1,72.5344,2017,11,14
14-11-2017,Maria Bertelson,Consumer,United States,New York City,New York,East,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",40.44,3,0,10.5144,2017,11,14
10-10-2015,Tanja Norvell,Home Office,United States,Manteca,California,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.352,3,0.2,13.7646,2015,10,10
10-10-2015,Tanja Norvell,Home Office,United States,Manteca,California,West,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",15.28,2,0,7.4872,2015,10,10
19-03-2016,Mike Caudle,Corporate,United States,Los Angeles,California,West,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,11.96,2,0,5.8604,2016,3,19
08-07-2018,Vicky Freymann,Home Office,United States,Seattle,Washington,West,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",15.84,3,0,4.9104,2018,7,8
08-07-2018,Vicky Freymann,Home Office,United States,Seattle,Washington,West,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,86.376,3,0.2,30.2316,2018,7,8
08-07-2018,Vicky Freymann,Home Office,United States,Seattle,Washington,West,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,18.24,3,0,6.2016,2018,7,8
08-07-2018,Vicky Freymann,Home Office,United States,Seattle,Washington,West,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,13.12,4,0,4.3296,2018,7,8
27-02-2016,Erin Smith,Corporate,United States,Providence,Rhode Island,East,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,105.98,2,0,1.0598,2016,2,27
27-02-2016,Erin Smith,Corporate,United States,Providence,Rhode Island,East,FUR-TA-10004152,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",493.92,7,0.3,-28.224,2016,2,27
16-06-2018,Michael Kennedy,Corporate,United States,Chicago,Illinois,Central,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,5.936,7,0.8,-8.904,2018,6,16
30-03-2018,Tony Molinari,Consumer,United States,Oklahoma City,Oklahoma,Central,OFF-EN-10004206,Office Supplies,Envelopes,Multimedia Mailers,325.86,2,0,149.8956,2018,3,30
12-07-2016,Rob Lucas,Consumer,United States,Chicago,Illinois,Central,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",383.607,9,0.3,-5.4801,2016,7,12
12-07-2016,Rob Lucas,Consumer,United States,Chicago,Illinois,Central,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,148.48,2,0.2,16.704,2016,7,12
12-07-2016,Rob Lucas,Consumer,United States,Chicago,Illinois,Central,TEC-PH-10000526,Technology,Phones,Vtech CS6719,537.544,7,0.2,53.7544,2016,7,12
12-07-2016,Rob Lucas,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,1.928,2,0.8,-2.9884,2016,7,12
12-07-2016,Rob Lucas,Consumer,United States,Chicago,Illinois,Central,OFF-AR-10003190,Office Supplies,Art,Newell 32,6.912,3,0.2,0.6912,2016,7,12
12-07-2016,Rob Lucas,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",7.76,1,0.6,-2.134,2016,7,12
12-07-2016,Rob Lucas,Consumer,United States,Chicago,Illinois,Central,TEC-PH-10003963,Technology,Phones,GE 2-Jack Phone Line Splitter,659.168,4,0.2,49.4376,2016,7,12
30-04-2018,Neoma Murray,Consumer,United States,Manchester,Connecticut,East,OFF-LA-10003388,Office Supplies,Labels,Avery 5,5.76,2,0,2.8224,2018,4,30
13-07-2015,Grace Kelly,Corporate,United States,Los Angeles,California,West,FUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,351.216,3,0.2,4.3902,2015,7,13
27-12-2015,Jeremy Farry,Consumer,United States,San Francisco,California,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,230.28,3,0.2,23.028,2015,12,27
27-12-2015,Jeremy Farry,Consumer,United States,San Francisco,California,West,OFF-PA-10003657,Office Supplies,Paper,Xerox 1927,12.84,3,0,5.778,2015,12,27
27-02-2017,Eric Barreto,Consumer,United States,La Crosse,Wisconsin,Central,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,56.82,3,0,28.41,2017,2,27
23-03-2016,Sheri Gordon,Consumer,United States,Florence,South Carolina,South,OFF-FA-10003112,Office Supplies,Fasteners,Staples,31.56,4,0,14.202,2016,3,23
23-03-2016,Sheri Gordon,Consumer,United States,Florence,South Carolina,South,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,27.92,4,0,0.5584,2016,3,23
21-10-2018,Natalie DeCherney,Consumer,United States,Glendale,Arizona,West,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',8.559,1,0.7,-6.5619,2018,10,21
31-12-2015,Candace McMahon,Corporate,United States,El Paso,Texas,Central,OFF-EN-10004773,Office Supplies,Envelopes,Staple envelope,49.568,2,0.2,17.9684,2015,12,31
05-05-2015,Emily Burns,Consumer,United States,San Antonio,Texas,Central,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",127.869,3,0.3,-9.1335,2015,5,5
04-12-2016,Harry Marie,Corporate,United States,Los Angeles,California,West,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,271.44,3,0,122.148,2016,12,4
04-12-2016,Harry Marie,Corporate,United States,Los Angeles,California,West,TEC-PH-10000193,Technology,Phones,Jensen SMPS-640 - speaker phone,110.352,3,0.2,8.2764,2016,12,4
04-12-2016,Harry Marie,Corporate,United States,Los Angeles,California,West,FUR-FU-10002111,Furniture,Furnishings,"Master Caster Door Stop, Large Brown",36.4,5,0,13.832,2016,12,4
26-09-2018,Sanjit Jacobs,Home Office,United States,Miramar,Florida,South,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",419.136,4,0.2,-57.6312,2018,9,26
09-12-2015,Dario Medina,Corporate,United States,Mesa,Arizona,West,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,100.704,6,0.2,-1.2588,2015,12,9
03-12-2018,Matt Collins,Consumer,United States,Fayetteville,North Carolina,South,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,45.216,3,0.2,4.5216,2018,12,3
03-12-2018,Matt Collins,Consumer,United States,Fayetteville,North Carolina,South,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",28.782,6,0.7,-21.1068,2018,12,3
03-12-2018,Matt Collins,Consumer,United States,Fayetteville,North Carolina,South,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",24.448,4,0.2,8.8624,2018,12,3
08-11-2016,Duane Benoit,Consumer,United States,Houston,Texas,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,10.476,6,0.8,-17.2854,2016,11,8
19-04-2015,Nicole Fjeld,Home Office,United States,San Jose,California,West,FUR-FU-10004017,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",76.14,3,0,26.649,2015,4,19
25-05-2016,Nathan Mautz,Home Office,United States,Wichita,Kansas,Central,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,21.24,3,0,8.0712,2016,5,25
25-05-2016,Nathan Mautz,Home Office,United States,Wichita,Kansas,Central,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,127.96,2,0,60.1412,2016,5,25
17-07-2018,Alejandro Ballentine,Home Office,United States,Los Angeles,California,West,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,479.984,2,0.2,89.997,2018,7,17
12-12-2017,Matthew Grinstein,Home Office,United States,Jackson,Michigan,Central,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,657.93,7,0,184.2204,2017,12,12
12-12-2017,Matthew Grinstein,Home Office,United States,Jackson,Michigan,Central,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,33.48,4,0,8.7048,2017,12,12
12-12-2017,Matthew Grinstein,Home Office,United States,Jackson,Michigan,Central,OFF-AR-10003732,Office Supplies,Art,Newell 333,13.9,5,0,3.614,2017,12,12
12-12-2017,Matthew Grinstein,Home Office,United States,Jackson,Michigan,Central,OFF-ST-10000885,Office Supplies,Storage,Fellowes Desktop Hanging File Manager,26.86,2,0,6.715,2017,12,12
11-04-2015,Sanjit Engle,Consumer,United States,Lewiston,Idaho,West,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,9.584,1,0.2,3.3544,2015,4,11
09-06-2016,Anthony Garverick,Home Office,United States,Hampton,Virginia,South,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,113.1,3,0,56.55,2016,6,9
27-07-2015,Aaron Smayling,Corporate,United States,New York City,New York,East,OFF-PA-10002709,Office Supplies,Paper,Xerox 1956,65.78,11,0,32.2322,2015,7,27
31-07-2016,Allen Rosenblatt,Corporate,United States,Hattiesburg,Mississippi,South,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,239.7,6,0,105.468,2016,7,31
19-09-2017,Anne Pryor,Home Office,United States,Philadelphia,Pennsylvania,East,FUR-FU-10003424,Furniture,Furnishings,Nu-Dell Oak Frame,25.632,3,0.2,3.8448,2017,9,19
10-06-2017,Joy Bell-,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-LA-10003720,Office Supplies,Labels,Avery 487,23.616,8,0.2,7.9704,2017,6,10
26-08-2017,Tom Stivers,Corporate,United States,Los Angeles,California,West,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,8.26,2,0,3.7996,2017,8,26
02-11-2018,Nancy Lomonaco,Home Office,United States,Danville,California,West,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",76.58,7,0,38.29,2018,11,2
02-11-2018,Nancy Lomonaco,Home Office,United States,Danville,California,West,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,8.8,5,0,4.224,2018,11,2
02-11-2018,Nancy Lomonaco,Home Office,United States,Danville,California,West,OFF-BI-10003718,Office Supplies,Binders,GBC Therma-A-Bind 250T Electric Binding System,590.352,6,0.2,206.6232,2018,11,2
02-11-2018,Nancy Lomonaco,Home Office,United States,Danville,California,West,OFF-FA-10004838,Office Supplies,Fasteners,"Super Bands, 12/Pack",5.58,3,0,0.1674,2018,11,2
02-11-2018,Nancy Lomonaco,Home Office,United States,Danville,California,West,FUR-FU-10002508,Furniture,Furnishings,Document Clip Frames,25.02,3,0,10.5084,2018,11,2
